"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Injury Intent"	"Injury Intent Code"	Deaths	Population	Crude Rate
	"New Jersey"	"34"	"Male"	"M"	"Unintentional"	"1"	19983	26735098	74.7
	"New Jersey"	"34"	"Male"	"M"	"Suicide"	"2"	3389	26735098	12.7
	"New Jersey"	"34"	"Male"	"M"	"Homicide"	"3"	1609	26735098	6.0
	"New Jersey"	"34"	"Male"	"M"	"Undetermined "	"4"	290	26735098	1.1
	"New Jersey"	"34"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	28	26735098	0.1
	"New Mexico"	"35"	"Female"	"F"	"Unintentional"	"1"	3731	6368088	58.6
	"New Mexico"	"35"	"Female"	"F"	"Suicide"	"2"	639	6368088	10.0
	"New Mexico"	"35"	"Female"	"F"	"Homicide"	"3"	332	6368088	5.2
	"New Mexico"	"35"	"Female"	"F"	"Undetermined "	"4"	80	6368088	1.3
	"New Mexico"	"35"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	6368088	Suppressed
	"New Mexico"	"35"	"Male"	"M"	"Unintentional"	"1"	7672	6274080	122.3
	"New Mexico"	"35"	"Male"	"M"	"Suicide"	"2"	2473	6274080	39.4
	"New Mexico"	"35"	"Male"	"M"	"Homicide"	"3"	1215	6274080	19.4
	"New Mexico"	"35"	"Male"	"M"	"Undetermined "	"4"	177	6274080	2.8
	"New Mexico"	"35"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	116	6274080	1.8
	"New York"	"36"	"Female"	"F"	"Unintentional"	"1"	17626	60212920	29.3
	"New York"	"36"	"Female"	"F"	"Suicide"	"2"	2317	60212920	3.8
	"New York"	"36"	"Female"	"F"	"Homicide"	"3"	849	60212920	1.4
	"New York"	"36"	"Female"	"F"	"Undetermined "	"4"	671	60212920	1.1
	"New York"	"36"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	60212920	Suppressed
	"New York"	"36"	"Male"	"M"	"Unintentional"	"1"	37640	57203906	65.8
	"New York"	"36"	"Male"	"M"	"Suicide"	"2"	7895	57203906	13.8
	"New York"	"36"	"Male"	"M"	"Homicide"	"3"	3754	57203906	6.6
	"New York"	"36"	"Male"	"M"	"Undetermined "	"4"	1371	57203906	2.4
	"New York"	"36"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	93	57203906	0.2
	"North Carolina"	"37"	"Female"	"F"	"Unintentional"	"1"	15761	32561840	48.4
	"North Carolina"	"37"	"Female"	"F"	"Suicide"	"2"	1879	32561840	5.8
	"North Carolina"	"37"	"Female"	"F"	"Homicide"	"3"	987	32561840	3.0
	"North Carolina"	"37"	"Female"	"F"	"Undetermined "	"4"	241	32561840	0.7
	"North Carolina"	"37"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	32561840	Suppressed
	"North Carolina"	"37"	"Male"	"M"	"Unintentional"	"1"	29291	30996313	94.5
	"North Carolina"	"37"	"Male"	"M"	"Suicide"	"2"	7073	30996313	22.8
	"North Carolina"	"37"	"Male"	"M"	"Homicide"	"3"	4083	30996313	13.2
	"North Carolina"	"37"	"Male"	"M"	"Undetermined "	"4"	336	30996313	1.1
	"North Carolina"	"37"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	162	30996313	0.5
	"North Dakota"	"38"	"Female"	"F"	"Unintentional"	"1"	897	2253426	39.8
	"North Dakota"	"38"	"Female"	"F"	"Suicide"	"2"	169	2253426	7.5
	"North Dakota"	"38"	"Female"	"F"	"Homicide"	"3"	39	2253426	1.7
	"North Dakota"	"38"	"Female"	"F"	"Undetermined "	"4"	23	2253426	1.0
	"North Dakota"	"38"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	0	2253426	Unreliable
	"North Dakota"	"38"	"Male"	"M"	"Unintentional"	"1"	1612	2372157	68.0
	"North Dakota"	"38"	"Male"	"M"	"Suicide"	"2"	716	2372157	30.2
	"North Dakota"	"38"	"Male"	"M"	"Homicide"	"3"	108	2372157	4.6
	"North Dakota"	"38"	"Male"	"M"	"Undetermined "	"4"	43	2372157	1.8
	"North Dakota"	"38"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	Suppressed	2372157	Suppressed
	"Ohio"	"39"	"Female"	"F"	"Unintentional"	"1"	19483	35765297	54.5
	"Ohio"	"39"	"Female"	"F"	"Suicide"	"2"	2074	35765297	5.8
	"Ohio"	"39"	"Female"	"F"	"Homicide"	"3"	1094	35765297	3.1
	"Ohio"	"39"	"Female"	"F"	"Undetermined "	"4"	266	35765297	0.7
	"Ohio"	"39"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	13	35765297	Unreliable
	"Ohio"	"39"	"Male"	"M"	"Unintentional"	"1"	34987	34628472	101.0
	"Ohio"	"39"	"Male"	"M"	"Suicide"	"2"	8570	34628472	24.7
	"Ohio"	"39"	"Male"	"M"	"Homicide"	"3"	4212	34628472	12.2
	"Ohio"	"39"	"Male"	"M"	"Undetermined "	"4"	426	34628472	1.2
	"Ohio"	"39"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	112	34628472	0.3
	"Oklahoma"	"40"	"Female"	"F"	"Unintentional"	"1"	6639	12050671	55.1
	"Oklahoma"	"40"	"Female"	"F"	"Suicide"	"2"	1011	12050671	8.4
	"Oklahoma"	"40"	"Female"	"F"	"Homicide"	"3"	430	12050671	3.6
	"Oklahoma"	"40"	"Female"	"F"	"Undetermined "	"4"	153	12050671	1.3
	"Oklahoma"	"40"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	12050671	Suppressed
	"Oklahoma"	"40"	"Male"	"M"	"Unintentional"	"1"	10985	11890425	92.4
	"Oklahoma"	"40"	"Male"	"M"	"Suicide"	"2"	4091	11890425	34.4
	"Oklahoma"	"40"	"Male"	"M"	"Homicide"	"3"	1462	11890425	12.3
	"Oklahoma"	"40"	"Male"	"M"	"Undetermined "	"4"	279	11890425	2.3
	"Oklahoma"	"40"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	16	11890425	Unreliable
	"Oregon"	"41"	"Female"	"F"	"Unintentional"	"1"	6007	12756704	47.1
	"Oregon"	"41"	"Female"	"F"	"Suicide"	"2"	1193	12756704	9.4
	"Oregon"	"41"	"Female"	"F"	"Homicide"	"3"	237	12756704	1.9
	"Oregon"	"41"	"Female"	"F"	"Undetermined "	"4"	124	12756704	1.0
	"Oregon"	"41"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	12756704	Suppressed
	"Oregon"	"41"	"Male"	"M"	"Unintentional"	"1"	10761	12612903	85.3
	"Oregon"	"41"	"Male"	"M"	"Suicide"	"2"	4050	12612903	32.1
	"Oregon"	"41"	"Male"	"M"	"Homicide"	"3"	752	12612903	6.0
	"Oregon"	"41"	"Male"	"M"	"Undetermined "	"4"	222	12612903	1.8
	"Oregon"	"41"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	97	12612903	0.8
	"Pennsylvania"	"42"	"Female"	"F"	"Unintentional"	"1"	19853	39278983	50.5
	"Pennsylvania"	"42"	"Female"	"F"	"Suicide"	"2"	2284	39278983	5.8
	"Pennsylvania"	"42"	"Female"	"F"	"Homicide"	"3"	1007	39278983	2.6
	"Pennsylvania"	"42"	"Female"	"F"	"Undetermined "	"4"	347	39278983	0.9
	"Pennsylvania"	"42"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	10	39278983	Unreliable
	"Pennsylvania"	"42"	"Male"	"M"	"Unintentional"	"1"	36746	38011067	96.7
	"Pennsylvania"	"42"	"Male"	"M"	"Suicide"	"2"	9136	38011067	24.0
	"Pennsylvania"	"42"	"Male"	"M"	"Homicide"	"3"	4573	38011067	12.0
	"Pennsylvania"	"42"	"Male"	"M"	"Undetermined "	"4"	601	38011067	1.6
	"Pennsylvania"	"42"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	96	38011067	0.3
	"Rhode Island"	"44"	"Female"	"F"	"Unintentional"	"1"	1770	3302993	53.6
	"Rhode Island"	"44"	"Female"	"F"	"Suicide"	"2"	169	3302993	5.1
	"Rhode Island"	"44"	"Female"	"F"	"Homicide"	"3"	38	3302993	1.2
	"Rhode Island"	"44"	"Female"	"F"	"Undetermined "	"4"	35	3302993	1.1
	"Rhode Island"	"44"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	3302993	Suppressed
	"Rhode Island"	"44"	"Male"	"M"	"Unintentional"	"1"	2949	3156114	93.4
	"Rhode Island"	"44"	"Male"	"M"	"Suicide"	"2"	509	3156114	16.1
	"Rhode Island"	"44"	"Male"	"M"	"Homicide"	"3"	122	3156114	3.9
	"Rhode Island"	"44"	"Male"	"M"	"Undetermined "	"4"	44	3156114	1.4
	"Rhode Island"	"44"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	Suppressed	3156114	Suppressed
	"South Carolina"	"45"	"Female"	"F"	"Unintentional"	"1"	8726	16111027	54.2
	"South Carolina"	"45"	"Female"	"F"	"Suicide"	"2"	1022	16111027	6.3
	"South Carolina"	"45"	"Female"	"F"	"Homicide"	"3"	673	16111027	4.2
	"South Carolina"	"45"	"Female"	"F"	"Undetermined "	"4"	97	16111027	0.6
	"South Carolina"	"45"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	16111027	Suppressed
	"South Carolina"	"45"	"Male"	"M"	"Unintentional"	"1"	16417	15186748	108.1
	"South Carolina"	"45"	"Male"	"M"	"Suicide"	"2"	3982	15186748	26.2
	"South Carolina"	"45"	"Male"	"M"	"Homicide"	"3"	2773	15186748	18.3
	"South Carolina"	"45"	"Male"	"M"	"Undetermined "	"4"	161	15186748	1.1
	"South Carolina"	"45"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	44	15186748	0.3
	"South Dakota"	"46"	"Female"	"F"	"Unintentional"	"1"	1286	2656220	48.4
	"South Dakota"	"46"	"Female"	"F"	"Suicide"	"2"	248	2656220	9.3
	"South Dakota"	"46"	"Female"	"F"	"Homicide"	"3"	61	2656220	2.3
	"South Dakota"	"46"	"Female"	"F"	"Undetermined "	"4"	15	2656220	Unreliable
	"South Dakota"	"46"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	0	2656220	Unreliable
	"South Dakota"	"46"	"Male"	"M"	"Unintentional"	"1"	1985	2727909	72.8
	"South Dakota"	"46"	"Male"	"M"	"Suicide"	"2"	863	2727909	31.6
	"South Dakota"	"46"	"Male"	"M"	"Homicide"	"3"	191	2727909	7.0
	"South Dakota"	"46"	"Male"	"M"	"Undetermined "	"4"	31	2727909	1.1
	"South Dakota"	"46"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	26	2727909	1.0
	"Tennessee"	"47"	"Female"	"F"	"Unintentional"	"1"	12689	21268407	59.7
	"Tennessee"	"47"	"Female"	"F"	"Suicide"	"2"	1546	21268407	7.3
	"Tennessee"	"47"	"Female"	"F"	"Homicide"	"3"	853	21268407	4.0
	"Tennessee"	"47"	"Female"	"F"	"Undetermined "	"4"	270	21268407	1.3
	"Tennessee"	"47"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	21268407	Suppressed
	"Tennessee"	"47"	"Male"	"M"	"Unintentional"	"1"	23837	20370657	117.0
	"Tennessee"	"47"	"Male"	"M"	"Suicide"	"2"	5800	20370657	28.5
	"Tennessee"	"47"	"Male"	"M"	"Homicide"	"3"	3425	20370657	16.8
	"Tennessee"	"47"	"Male"	"M"	"Undetermined "	"4"	424	20370657	2.1
	"Tennessee"	"47"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	75	20370657	0.4
	"Texas"	"48"	"Female"	"F"	"Unintentional"	"1"	25993	88903928	29.2
	"Texas"	"48"	"Female"	"F"	"Suicide"	"2"	5052	88903928	5.7
	"Texas"	"48"	"Female"	"F"	"Homicide"	"3"	2575	88903928	2.9
	"Texas"	"48"	"Female"	"F"	"Undetermined "	"4"	572	88903928	0.6
	"Texas"	"48"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	30	88903928	0.0
	"Texas"	"48"	"Male"	"M"	"Unintentional"	"1"	54144	88215371	61.4
	"Texas"	"48"	"Male"	"M"	"Suicide"	"2"	19636	88215371	22.3
	"Texas"	"48"	"Male"	"M"	"Homicide"	"3"	9719	88215371	11.0
	"Texas"	"48"	"Male"	"M"	"Undetermined "	"4"	1048	88215371	1.2
	"Texas"	"48"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	446	88215371	0.5
	"Utah"	"49"	"Female"	"F"	"Unintentional"	"1"	3157	9770162	32.3
	"Utah"	"49"	"Female"	"F"	"Suicide"	"2"	868	9770162	8.9
	"Utah"	"49"	"Female"	"F"	"Homicide"	"3"	123	9770162	1.3
	"Utah"	"49"	"Female"	"F"	"Undetermined "	"4"	171	9770162	1.8
	"Utah"	"49"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	0	9770162	Unreliable
	"Utah"	"49"	"Male"	"M"	"Unintentional"	"1"	5555	9983289	55.6
	"Utah"	"49"	"Male"	"M"	"Suicide"	"2"	3169	9983289	31.7
	"Utah"	"49"	"Male"	"M"	"Homicide"	"3"	360	9983289	3.6
	"Utah"	"49"	"Male"	"M"	"Undetermined "	"4"	181	9983289	1.8
	"Utah"	"49"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	67	9983289	0.7
	"Vermont"	"50"	"Female"	"F"	"Unintentional"	"1"	1151	1923862	59.8
	"Vermont"	"50"	"Female"	"F"	"Suicide"	"2"	156	1923862	8.1
	"Vermont"	"50"	"Female"	"F"	"Homicide"	"3"	26	1923862	1.4
	"Vermont"	"50"	"Female"	"F"	"Undetermined "	"4"	53	1923862	2.8
	"Vermont"	"50"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	0	1923862	Unreliable
	"Vermont"	"50"	"Male"	"M"	"Unintentional"	"1"	1864	1889871	98.6
	"Vermont"	"50"	"Male"	"M"	"Suicide"	"2"	591	1889871	31.3
	"Vermont"	"50"	"Male"	"M"	"Homicide"	"3"	62	1889871	3.3
	"Vermont"	"50"	"Male"	"M"	"Undetermined "	"4"	52	1889871	2.8
	"Vermont"	"50"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	Suppressed	1889871	Suppressed
	"Virginia"	"51"	"Female"	"F"	"Unintentional"	"1"	9656	26184606	36.9
	"Virginia"	"51"	"Female"	"F"	"Suicide"	"2"	1552	26184606	5.9
	"Virginia"	"51"	"Female"	"F"	"Homicide"	"3"	646	26184606	2.5
	"Virginia"	"51"	"Female"	"F"	"Undetermined "	"4"	127	26184606	0.5
	"Virginia"	"51"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	26184606	Suppressed
	"Virginia"	"51"	"Male"	"M"	"Unintentional"	"1"	18781	25500752	73.6
	"Virginia"	"51"	"Male"	"M"	"Suicide"	"2"	5672	25500752	22.2
	"Virginia"	"51"	"Male"	"M"	"Homicide"	"3"	2581	25500752	10.1
	"Virginia"	"51"	"Male"	"M"	"Undetermined "	"4"	272	25500752	1.1
	"Virginia"	"51"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	57	25500752	0.2
	"Washington"	"53"	"Female"	"F"	"Unintentional"	"1"	9790	22985351	42.6
	"Washington"	"53"	"Female"	"F"	"Suicide"	"2"	1651	22985351	7.2
	"Washington"	"53"	"Female"	"F"	"Homicide"	"3"	483	22985351	2.1
	"Washington"	"53"	"Female"	"F"	"Undetermined "	"4"	245	22985351	1.1
	"Washington"	"53"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	22985351	Suppressed
	"Washington"	"53"	"Male"	"M"	"Unintentional"	"1"	18292	23196103	78.9
	"Washington"	"53"	"Male"	"M"	"Suicide"	"2"	5835	23196103	25.2
	"Washington"	"53"	"Male"	"M"	"Homicide"	"3"	1539	23196103	6.6
	"Washington"	"53"	"Male"	"M"	"Undetermined "	"4"	372	23196103	1.6
	"Washington"	"53"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	140	23196103	0.6
	"West Virginia"	"54"	"Female"	"F"	"Unintentional"	"1"	4414	5385529	82.0
	"West Virginia"	"54"	"Female"	"F"	"Suicide"	"2"	414	5385529	7.7
	"West Virginia"	"54"	"Female"	"F"	"Homicide"	"3"	162	5385529	3.0
	"West Virginia"	"54"	"Female"	"F"	"Undetermined "	"4"	79	5385529	1.5
	"West Virginia"	"54"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	0	5385529	Unreliable
	"West Virginia"	"54"	"Male"	"M"	"Unintentional"	"1"	8290	5325423	155.7
	"West Virginia"	"54"	"Male"	"M"	"Suicide"	"2"	1742	5325423	32.7
	"West Virginia"	"54"	"Male"	"M"	"Homicide"	"3"	448	5325423	8.4
	"West Virginia"	"54"	"Male"	"M"	"Undetermined "	"4"	141	5325423	2.6
	"West Virginia"	"54"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	25	5325423	0.5
	"Wisconsin"	"55"	"Female"	"F"	"Unintentional"	"1"	11020	17606165	62.6
	"Wisconsin"	"55"	"Female"	"F"	"Suicide"	"2"	1083	17606165	6.2
	"Wisconsin"	"55"	"Female"	"F"	"Homicide"	"3"	416	17606165	2.4
	"Wisconsin"	"55"	"Female"	"F"	"Undetermined "	"4"	167	17606165	0.9
	"Wisconsin"	"55"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	17606165	Suppressed
	"Wisconsin"	"55"	"Male"	"M"	"Unintentional"	"1"	16044	17561894	91.4
	"Wisconsin"	"55"	"Male"	"M"	"Suicide"	"2"	4265	17561894	24.3
	"Wisconsin"	"55"	"Male"	"M"	"Homicide"	"3"	1307	17561894	7.4
	"Wisconsin"	"55"	"Male"	"M"	"Undetermined "	"4"	220	17561894	1.3
	"Wisconsin"	"55"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	75	17561894	0.4
	"Wyoming"	"56"	"Female"	"F"	"Unintentional"	"1"	812	1703717	47.7
	"Wyoming"	"56"	"Female"	"F"	"Suicide"	"2"	171	1703717	10.0
	"Wyoming"	"56"	"Female"	"F"	"Homicide"	"3"	43	1703717	2.5
	"Wyoming"	"56"	"Female"	"F"	"Undetermined "	"4"	15	1703717	Unreliable
	"Wyoming"	"56"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	1703717	Suppressed
	"Wyoming"	"56"	"Male"	"M"	"Unintentional"	"1"	1467	1779348	82.4
	"Wyoming"	"56"	"Male"	"M"	"Suicide"	"2"	830	1779348	46.6
	"Wyoming"	"56"	"Male"	"M"	"Homicide"	"3"	80	1779348	4.5
	"Wyoming"	"56"	"Male"	"M"	"Undetermined "	"4"	23	1779348	1.3
	"Wyoming"	"56"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	14	1779348	Unreliable
"---"
"Dataset: Underlying Cause of Death, 2018-2023, Single Race"
"Query Parameters:"
"Title: CDC - State Gender Intent External"
"Injury Intent: Unintentional; Suicide; Homicide; Undetermined ; Legal Intervention / Operations of War"
"Group By: State; Gender; Injury Intent"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information."
"---"
"Query Date: Jan 29, 2025 2:24:59 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2023 on CDC WONDER Online Database, released in 2024. Data are from the Multiple Cause of Death Files,"
"2018-2023, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on Jan 29, 2025 2:24:59 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Assurance of Confidentiality."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Unreliable."
"3. The population figures for years 2023 are single-race estimates of the July 1 resident population, from the Vintage 2022"
"postcensal series released by the Census Bureau on June 27, 2024. The 2023 series is based on the Modified Blended Base produced"
"by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of the blend"
"of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data"
"from the internal Census Edited File (CEF). The population figures for years 2022 are single-race estimates of the July 1"
"resident population, from the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023. The 2022 series is"
"based on the Modified Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The"
"Modified Blended Base consists of the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic"
"Analysis Estimates, and 2020 Census data from the internal Census Edited File (CEF). The population figures for years 2021 are"
"single-race estimates of the July 1 resident population, based on the Blended Base produced by the US Census Bureau in lieu of"
"the April 1, 2020 decennial population count, from the Vintage 2021 postcensal series released by the Census Bureau on June 30,"
"2022. The population figures for year 2020 are single-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series based on April 2010 Census, released by the Census Bureau on July 27, 2021. The population figures for year"
"2019 are single-race estimates of the July 1 resident population, from the Vintage 2019 postcensal series based on April 2010"
"Census, released by the Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the"
"July 1 resident population, from the Vintage 2018 postcensal series based on April 2010 Census, released by the Census Bureau on"
"June 20, 2019. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Population Data."
"4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Age"
"Group."
"5. Connecticut population estimates for 2022 and later years are reported for 9 planning regions as county equivalent areas,"
"instead of the former 8 legacy counties in the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023,"
"and in the Vintage 2023 postcensal series released by the Census Bureau on June 27, 2024 Populations estimates for the former"
"counties are not available for 2022 and later years. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Connecticut-2022."
