"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Injury Intent"	"Injury Intent Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate
	"Illinois"	"17"	"Female"	"F"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	34	38435957	0.1
	"Illinois"	"17"	"Female"	"F"	"Suicide"	"2"	"Fall"	"GRINJ-003"	81	38435957	0.2
	"Illinois"	"17"	"Female"	"F"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	10	38435957	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Suicide"	"2"	"Hot object/Substance"	"GRINJ-005"	0	38435957	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	436	38435957	1.1
	"Illinois"	"17"	"Female"	"F"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	Suppressed	38435957	Suppressed
	"Illinois"	"17"	"Female"	"F"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	593	38435957	1.5
	"Illinois"	"17"	"Female"	"F"	"Suicide"	"2"	"Struck by or against"	"GRINJ-016"	0	38435957	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	636	38435957	1.7
	"Illinois"	"17"	"Female"	"F"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	88	38435957	0.2
	"Illinois"	"17"	"Female"	"F"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	10	38435957	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	Suppressed	38435957	Suppressed
	"Illinois"	"17"	"Female"	"F"	"Homicide"	"3"	"Cut/Pierce"	"GRINJ-001"	83	38435957	0.2
	"Illinois"	"17"	"Female"	"F"	"Homicide"	"3"	"Drowning"	"GRINJ-002"	Suppressed	38435957	Suppressed
	"Illinois"	"17"	"Female"	"F"	"Homicide"	"3"	"Fall"	"GRINJ-003"	Suppressed	38435957	Suppressed
	"Illinois"	"17"	"Female"	"F"	"Homicide"	"3"	"Fire/Flame"	"GRINJ-004"	20	38435957	0.1
	"Illinois"	"17"	"Female"	"F"	"Homicide"	"3"	"Hot object/Substance"	"GRINJ-005"	Suppressed	38435957	Suppressed
	"Illinois"	"17"	"Female"	"F"	"Homicide"	"3"	"Firearm"	"GRINJ-006"	713	38435957	1.9
	"Illinois"	"17"	"Female"	"F"	"Homicide"	"3"	"Other land transport"	"GRINJ-011"	11	38435957	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Homicide"	"3"	"Other transport"	"GRINJ-012"	0	38435957	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Homicide"	"3"	"Poisoning"	"GRINJ-015"	34	38435957	0.1
	"Illinois"	"17"	"Female"	"F"	"Homicide"	"3"	"Struck by or against"	"GRINJ-016"	Suppressed	38435957	Suppressed
	"Illinois"	"17"	"Female"	"F"	"Homicide"	"3"	"Suffocation"	"GRINJ-017"	65	38435957	0.2
	"Illinois"	"17"	"Female"	"F"	"Homicide"	"3"	"Other specified, classifiable Injury"	"GRINJ-018"	37	38435957	0.1
	"Illinois"	"17"	"Female"	"F"	"Homicide"	"3"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	26	38435957	0.1
	"Illinois"	"17"	"Female"	"F"	"Homicide"	"3"	"Unspecified Injury"	"GRINJ-020"	139	38435957	0.4
	"Illinois"	"17"	"Female"	"F"	"Undetermined "	"4"	"Cut/Pierce"	"GRINJ-001"	Suppressed	38435957	Suppressed
	"Illinois"	"17"	"Female"	"F"	"Undetermined "	"4"	"Drowning"	"GRINJ-002"	34	38435957	0.1
	"Illinois"	"17"	"Female"	"F"	"Undetermined "	"4"	"Fall"	"GRINJ-003"	Suppressed	38435957	Suppressed
	"Illinois"	"17"	"Female"	"F"	"Undetermined "	"4"	"Fire/Flame"	"GRINJ-004"	15	38435957	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Undetermined "	"4"	"Hot object/Substance"	"GRINJ-005"	0	38435957	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Undetermined "	"4"	"Firearm"	"GRINJ-006"	19	38435957	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Undetermined "	"4"	"Other land transport"	"GRINJ-011"	Suppressed	38435957	Suppressed
	"Illinois"	"17"	"Female"	"F"	"Undetermined "	"4"	"Poisoning"	"GRINJ-015"	120	38435957	0.3
	"Illinois"	"17"	"Female"	"F"	"Undetermined "	"4"	"Struck by or against"	"GRINJ-016"	0	38435957	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Undetermined "	"4"	"Suffocation"	"GRINJ-017"	10	38435957	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Undetermined "	"4"	"Other specified, classifiable Injury"	"GRINJ-018"	Suppressed	38435957	Suppressed
	"Illinois"	"17"	"Female"	"F"	"Undetermined "	"4"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	19	38435957	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Undetermined "	"4"	"Unspecified Injury"	"GRINJ-020"	35	38435957	0.1
	"Illinois"	"17"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Cut/Pierce"	"GRINJ-001"	0	38435957	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Fire/Flame"	"GRINJ-004"	0	38435957	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Firearm"	"GRINJ-006"	Suppressed	38435957	Suppressed
	"Illinois"	"17"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Other transport"	"GRINJ-012"	0	38435957	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Poisoning"	"GRINJ-015"	0	38435957	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Struck by or against"	"GRINJ-016"	0	38435957	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Other specified, classifiable Injury"	"GRINJ-018"	0	38435957	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	Suppressed	38435957	Suppressed
	"Illinois"	"17"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Unspecified Injury"	"GRINJ-020"	0	38435957	Unreliable
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	"Cut/Pierce"	"GRINJ-001"	29	37367664	0.1
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	"Drowning"	"GRINJ-002"	542	37367664	1.5
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	"Fall"	"GRINJ-003"	4366	37367664	11.7
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	"Fire/Flame"	"GRINJ-004"	427	37367664	1.1
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	"Hot object/Substance"	"GRINJ-005"	17	37367664	Unreliable
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	"Firearm"	"GRINJ-006"	60	37367664	0.2
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	"Machinery"	"GRINJ-007"	90	37367664	0.2
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	"Motor Vehicle Traffic"	"GRINJ-008"	5414	37367664	14.5
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	"Other Pedal cyclist"	"GRINJ-009"	67	37367664	0.2
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	"Other Pedestrian"	"GRINJ-010"	166	37367664	0.4
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	"Other land transport"	"GRINJ-011"	162	37367664	0.4
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	"Other transport"	"GRINJ-012"	107	37367664	0.3
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	"Natural/Environmental"	"GRINJ-013"	309	37367664	0.8
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	"Overexertion"	"GRINJ-014"	0	37367664	Unreliable
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	"Poisoning"	"GRINJ-015"	14393	37367664	38.5
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	"Struck by or against"	"GRINJ-016"	120	37367664	0.3
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	"Suffocation"	"GRINJ-017"	1047	37367664	2.8
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	"Other specified, classifiable Injury"	"GRINJ-018"	238	37367664	0.6
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	138	37367664	0.4
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	"Unspecified Injury"	"GRINJ-020"	599	37367664	1.6
	"Illinois"	"17"	"Male"	"M"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	175	37367664	0.5
	"Illinois"	"17"	"Male"	"M"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	68	37367664	0.2
	"Illinois"	"17"	"Male"	"M"	"Suicide"	"2"	"Fall"	"GRINJ-003"	189	37367664	0.5
	"Illinois"	"17"	"Male"	"M"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	35	37367664	0.1
	"Illinois"	"17"	"Male"	"M"	"Suicide"	"2"	"Hot object/Substance"	"GRINJ-005"	0	37367664	Unreliable
	"Illinois"	"17"	"Male"	"M"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	3240	37367664	8.7
	"Illinois"	"17"	"Male"	"M"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	25	37367664	0.1
	"Illinois"	"17"	"Male"	"M"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	650	37367664	1.7
	"Illinois"	"17"	"Male"	"M"	"Suicide"	"2"	"Struck by or against"	"GRINJ-016"	0	37367664	Unreliable
	"Illinois"	"17"	"Male"	"M"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	2277	37367664	6.1
	"Illinois"	"17"	"Male"	"M"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	187	37367664	0.5
	"Illinois"	"17"	"Male"	"M"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	31	37367664	0.1
	"Illinois"	"17"	"Male"	"M"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	28	37367664	0.1
	"Illinois"	"17"	"Male"	"M"	"Homicide"	"3"	"Cut/Pierce"	"GRINJ-001"	273	37367664	0.7
	"Illinois"	"17"	"Male"	"M"	"Homicide"	"3"	"Drowning"	"GRINJ-002"	Suppressed	37367664	Suppressed
	"Illinois"	"17"	"Male"	"M"	"Homicide"	"3"	"Fall"	"GRINJ-003"	Suppressed	37367664	Suppressed
	"Illinois"	"17"	"Male"	"M"	"Homicide"	"3"	"Fire/Flame"	"GRINJ-004"	13	37367664	Unreliable
	"Illinois"	"17"	"Male"	"M"	"Homicide"	"3"	"Hot object/Substance"	"GRINJ-005"	0	37367664	Unreliable
	"Illinois"	"17"	"Male"	"M"	"Homicide"	"3"	"Firearm"	"GRINJ-006"	5374	37367664	14.4
	"Illinois"	"17"	"Male"	"M"	"Homicide"	"3"	"Other land transport"	"GRINJ-011"	14	37367664	Unreliable
	"Illinois"	"17"	"Male"	"M"	"Homicide"	"3"	"Other transport"	"GRINJ-012"	0	37367664	Unreliable
	"Illinois"	"17"	"Male"	"M"	"Homicide"	"3"	"Poisoning"	"GRINJ-015"	54	37367664	0.1
	"Illinois"	"17"	"Male"	"M"	"Homicide"	"3"	"Struck by or against"	"GRINJ-016"	34	37367664	0.1
	"Illinois"	"17"	"Male"	"M"	"Homicide"	"3"	"Suffocation"	"GRINJ-017"	38	37367664	0.1
	"Illinois"	"17"	"Male"	"M"	"Homicide"	"3"	"Other specified, classifiable Injury"	"GRINJ-018"	39	37367664	0.1
	"Illinois"	"17"	"Male"	"M"	"Homicide"	"3"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	93	37367664	0.2
	"Illinois"	"17"	"Male"	"M"	"Homicide"	"3"	"Unspecified Injury"	"GRINJ-020"	218	37367664	0.6
	"Illinois"	"17"	"Male"	"M"	"Undetermined "	"4"	"Cut/Pierce"	"GRINJ-001"	Suppressed	37367664	Suppressed
	"Illinois"	"17"	"Male"	"M"	"Undetermined "	"4"	"Drowning"	"GRINJ-002"	123	37367664	0.3
	"Illinois"	"17"	"Male"	"M"	"Undetermined "	"4"	"Fall"	"GRINJ-003"	Suppressed	37367664	Suppressed
	"Illinois"	"17"	"Male"	"M"	"Undetermined "	"4"	"Fire/Flame"	"GRINJ-004"	32	37367664	0.1
	"Illinois"	"17"	"Male"	"M"	"Undetermined "	"4"	"Hot object/Substance"	"GRINJ-005"	0	37367664	Unreliable
	"Illinois"	"17"	"Male"	"M"	"Undetermined "	"4"	"Firearm"	"GRINJ-006"	55	37367664	0.1
	"Illinois"	"17"	"Male"	"M"	"Undetermined "	"4"	"Other land transport"	"GRINJ-011"	Suppressed	37367664	Suppressed
	"Illinois"	"17"	"Male"	"M"	"Undetermined "	"4"	"Poisoning"	"GRINJ-015"	183	37367664	0.5
	"Illinois"	"17"	"Male"	"M"	"Undetermined "	"4"	"Struck by or against"	"GRINJ-016"	0	37367664	Unreliable
	"Illinois"	"17"	"Male"	"M"	"Undetermined "	"4"	"Suffocation"	"GRINJ-017"	20	37367664	0.1
	"Illinois"	"17"	"Male"	"M"	"Undetermined "	"4"	"Other specified, classifiable Injury"	"GRINJ-018"	Suppressed	37367664	Suppressed
	"Illinois"	"17"	"Male"	"M"	"Undetermined "	"4"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	37	37367664	0.1
	"Illinois"	"17"	"Male"	"M"	"Undetermined "	"4"	"Unspecified Injury"	"GRINJ-020"	79	37367664	0.2
	"Illinois"	"17"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	"Cut/Pierce"	"GRINJ-001"	0	37367664	Unreliable
	"Illinois"	"17"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	"Fire/Flame"	"GRINJ-004"	0	37367664	Unreliable
	"Illinois"	"17"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	"Firearm"	"GRINJ-006"	67	37367664	0.2
	"Illinois"	"17"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	"Other transport"	"GRINJ-012"	0	37367664	Unreliable
	"Illinois"	"17"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	"Poisoning"	"GRINJ-015"	0	37367664	Unreliable
	"Illinois"	"17"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	"Struck by or against"	"GRINJ-016"	0	37367664	Unreliable
	"Illinois"	"17"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	"Other specified, classifiable Injury"	"GRINJ-018"	0	37367664	Unreliable
	"Illinois"	"17"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	11	37367664	Unreliable
	"Illinois"	"17"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	"Unspecified Injury"	"GRINJ-020"	Suppressed	37367664	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	"Cut/Pierce"	"GRINJ-001"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	"Drowning"	"GRINJ-002"	124	20550021	0.6
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	"Fall"	"GRINJ-003"	1793	20550021	8.7
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	"Fire/Flame"	"GRINJ-004"	185	20550021	0.9
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	"Hot object/Substance"	"GRINJ-005"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	"Firearm"	"GRINJ-006"	13	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	"Machinery"	"GRINJ-007"	12	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	"Motor Vehicle Traffic"	"GRINJ-008"	1623	20550021	7.9
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	"Other Pedal cyclist"	"GRINJ-009"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	"Other Pedestrian"	"GRINJ-010"	42	20550021	0.2
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	"Other land transport"	"GRINJ-011"	24	20550021	0.1
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	"Other transport"	"GRINJ-012"	13	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	"Natural/Environmental"	"GRINJ-013"	99	20550021	0.5
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	"Overexertion"	"GRINJ-014"	0	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	"Poisoning"	"GRINJ-015"	4085	20550021	19.9
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	"Struck by or against"	"GRINJ-016"	12	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	"Suffocation"	"GRINJ-017"	455	20550021	2.2
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	"Other specified, classifiable Injury"	"GRINJ-018"	15	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	63	20550021	0.3
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	"Unspecified Injury"	"GRINJ-020"	785	20550021	3.8
	"Indiana"	"18"	"Female"	"F"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	10	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Suicide"	"2"	"Fall"	"GRINJ-003"	13	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Suicide"	"2"	"Hot object/Substance"	"GRINJ-005"	0	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	512	20550021	2.5
	"Indiana"	"18"	"Female"	"F"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	0	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	334	20550021	1.6
	"Indiana"	"18"	"Female"	"F"	"Suicide"	"2"	"Struck by or against"	"GRINJ-016"	0	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	328	20550021	1.6
	"Indiana"	"18"	"Female"	"F"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	17	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Homicide"	"3"	"Cut/Pierce"	"GRINJ-001"	60	20550021	0.3
	"Indiana"	"18"	"Female"	"F"	"Homicide"	"3"	"Drowning"	"GRINJ-002"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Homicide"	"3"	"Fall"	"GRINJ-003"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Homicide"	"3"	"Fire/Flame"	"GRINJ-004"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Homicide"	"3"	"Hot object/Substance"	"GRINJ-005"	0	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Homicide"	"3"	"Firearm"	"GRINJ-006"	492	20550021	2.4
	"Indiana"	"18"	"Female"	"F"	"Homicide"	"3"	"Other land transport"	"GRINJ-011"	10	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Homicide"	"3"	"Other transport"	"GRINJ-012"	0	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Homicide"	"3"	"Poisoning"	"GRINJ-015"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Homicide"	"3"	"Struck by or against"	"GRINJ-016"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Homicide"	"3"	"Suffocation"	"GRINJ-017"	41	20550021	0.2
	"Indiana"	"18"	"Female"	"F"	"Homicide"	"3"	"Other specified, classifiable Injury"	"GRINJ-018"	15	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Homicide"	"3"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Homicide"	"3"	"Unspecified Injury"	"GRINJ-020"	68	20550021	0.3
	"Indiana"	"18"	"Female"	"F"	"Undetermined "	"4"	"Cut/Pierce"	"GRINJ-001"	0	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Undetermined "	"4"	"Drowning"	"GRINJ-002"	11	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Undetermined "	"4"	"Fall"	"GRINJ-003"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Undetermined "	"4"	"Fire/Flame"	"GRINJ-004"	21	20550021	0.1
	"Indiana"	"18"	"Female"	"F"	"Undetermined "	"4"	"Hot object/Substance"	"GRINJ-005"	0	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Undetermined "	"4"	"Firearm"	"GRINJ-006"	21	20550021	0.1
	"Indiana"	"18"	"Female"	"F"	"Undetermined "	"4"	"Other land transport"	"GRINJ-011"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Undetermined "	"4"	"Poisoning"	"GRINJ-015"	304	20550021	1.5
	"Indiana"	"18"	"Female"	"F"	"Undetermined "	"4"	"Struck by or against"	"GRINJ-016"	0	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Undetermined "	"4"	"Suffocation"	"GRINJ-017"	13	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Undetermined "	"4"	"Other specified, classifiable Injury"	"GRINJ-018"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Undetermined "	"4"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Undetermined "	"4"	"Unspecified Injury"	"GRINJ-020"	22	20550021	0.1
	"Indiana"	"18"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Cut/Pierce"	"GRINJ-001"	0	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Fire/Flame"	"GRINJ-004"	0	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Firearm"	"GRINJ-006"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Other transport"	"GRINJ-012"	0	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Poisoning"	"GRINJ-015"	0	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Struck by or against"	"GRINJ-016"	0	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Other specified, classifiable Injury"	"GRINJ-018"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	"Unspecified Injury"	"GRINJ-020"	0	20550021	Unreliable
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	"Cut/Pierce"	"GRINJ-001"	23	20130250	0.1
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	"Drowning"	"GRINJ-002"	327	20130250	1.6
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	"Fall"	"GRINJ-003"	2130	20130250	10.6
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	"Fire/Flame"	"GRINJ-004"	308	20130250	1.5
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	"Hot object/Substance"	"GRINJ-005"	Suppressed	20130250	Suppressed
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	"Firearm"	"GRINJ-006"	94	20130250	0.5
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	"Machinery"	"GRINJ-007"	105	20130250	0.5
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	"Motor Vehicle Traffic"	"GRINJ-008"	3863	20130250	19.2
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	"Other Pedal cyclist"	"GRINJ-009"	48	20130250	0.2
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	"Other Pedestrian"	"GRINJ-010"	94	20130250	0.5
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	"Other land transport"	"GRINJ-011"	136	20130250	0.7
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	"Other transport"	"GRINJ-012"	79	20130250	0.4
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	"Natural/Environmental"	"GRINJ-013"	178	20130250	0.9
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	"Overexertion"	"GRINJ-014"	Suppressed	20130250	Suppressed
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	"Poisoning"	"GRINJ-015"	8566	20130250	42.6
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	"Struck by or against"	"GRINJ-016"	146	20130250	0.7
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	"Suffocation"	"GRINJ-017"	676	20130250	3.4
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	"Other specified, classifiable Injury"	"GRINJ-018"	109	20130250	0.5
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	102	20130250	0.5
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	"Unspecified Injury"	"GRINJ-020"	686	20130250	3.4
	"Indiana"	"18"	"Male"	"M"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	87	20130250	0.4
	"Indiana"	"18"	"Male"	"M"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	20	20130250	0.1
	"Indiana"	"18"	"Male"	"M"	"Suicide"	"2"	"Fall"	"GRINJ-003"	38	20130250	0.2
	"Indiana"	"18"	"Male"	"M"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	19	20130250	Unreliable
	"Indiana"	"18"	"Male"	"M"	"Suicide"	"2"	"Hot object/Substance"	"GRINJ-005"	0	20130250	Unreliable
	"Indiana"	"18"	"Male"	"M"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	3399	20130250	16.9
